id,created_at,text
1260476767506256000,Wed May 13 07:47:34 +0000 2020,@RavenRishii Hi Rishi, keep yourself surrounded by your favorite things. Indulge your craving for a delicious Domin… https://t.co/A5KF6Bot99
1259452764981084200,Sun May 10 11:58:33 +0000 2020,Saviour, friend..MOM! Can't thank her enough for the unconditional love. This special day, raise a slice to her and… https://t.co/VjVksZzp9J
1258793501170389000,Fri May 08 16:18:52 +0000 2020,@SurajGa64279560 Hi Suraj, seamless and hassle-free ordering and payment are what we promise. Refunds are processed… https://t.co/mQWlXWK5u6
1258761209383317500,Fri May 08 14:10:33 +0000 2020,@countesspaws Hi, thank you for sharing your contact details. Also, please share the exact restaurant location so t… https://t.co/YLvQ2xy5JA
1258759698125209600,Fri May 08 14:04:33 +0000 2020,@Manu13011995 Hi Manu, generosity is the principle we follow when it comes to loading our pizzas with cheese and to… https://t.co/OTPbrxVbNV
1258381945307717600,Thu May 07 13:03:30 +0000 2020,@pwnyadav97 Hi Pawan, we have responded to your DM. Request you to check the same.
1258349785645412400,Thu May 07 10:55:42 +0000 2020,We go the extra mile to make you smile &amp; are taking all precautions, so you can enjoy your favourite Domino’s Pizza… https://t.co/ElPRiHhy5a
1258296960898830300,Thu May 07 07:25:48 +0000 2020,@SidD_333 Hi Siddharth, ensuring the best experience for all our guests is what we strive for. We need to check wha… https://t.co/eD2yfUglxw
1257609678214713300,Tue May 05 09:54:47 +0000 2020,@Pratyakshi4 Hi Pratyakshi, a happy tummy means a happy soul! We are so sad to hear that our food fell short of you… https://t.co/Ej9TgCFFio
1257010974889930800,Sun May 03 18:15:45 +0000 2020,@tsaumyat Hi Saumya, we have replied to you via DM. Please check the same for all the information pertaining to your query. Thank you.
1256958110905688000,Sun May 03 14:45:41 +0000 2020,@farhaz_nahid Hi Farhaz, please be assured that we've re-escalated this matter with our team and they will get back to you on this soon.
1256949268285321200,Sun May 03 14:10:33 +0000 2020,@Sweetzneha87 Hi Neha, it is our mission to provide the best experience to all our guests. You are a big part of ou… https://t.co/bgnO9kdQAn
1256884742667919400,Sun May 03 09:54:09 +0000 2020,@sarthak_duel Hi Sarthak, thank you for sharing the details with us. We've taken this up internally and will take care of this right away.
1256600484904759300,Sat May 02 15:04:36 +0000 2020,@Perkyhn Hi Praveen, our guest is everything to us! We value you too much to be the cause of your dissatisfaction.… https://t.co/61Gm9by7NH
1256584039349158000,Sat May 02 13:59:15 +0000 2020,@Anjan0107 Hey Anjan, we have received your details and we will reach out to you soon.
1255889741985181700,Thu Apr 30 16:00:22 +0000 2020,@sarthak_duel Hi Sarthak, we sincerely apologize for your unpleasant experience. We are here to make amends and ens… https://t.co/wbz4ieq6HH
1255882464347558000,Thu Apr 30 15:31:27 +0000 2020,@indianbobreacts Hi, we truly wish to give the best experiences to all our guests. You are a part of our journey an… https://t.co/WZmzz218DX
1255870516595789800,Thu Apr 30 14:43:58 +0000 2020,@aduhv209 Hi Adarsha, being kept hungry is one of the worst feelings! Our wish is that all our guests have only the… https://t.co/bWKFhtrfo4
1255867444872134700,Thu Apr 30 14:31:46 +0000 2020,@RK10298067 Hi, we too hate delays. We are working on your concern, request you to allow us a little time on this.… https://t.co/rGDasvggFG
1255866987994988500,Thu Apr 30 14:29:57 +0000 2020,@mukeshk7492 Hi Mukesh, request you to share your contact number, email ID and precise restaurant location via DM t… https://t.co/Srz4iOetkN
1255817665286791200,Thu Apr 30 11:13:58 +0000 2020,Meet Nandkishor our proud Food Soldier from the Domino's Nagpur team. He loves watching movies, reading and spendin… https://t.co/R3RcjwFWUI
1255513633792065500,Wed Apr 29 15:05:51 +0000 2020,@ywadhwana Hi, our tech team works round the clock to ensure a smooth online ordering experience for our guests. Fu… https://t.co/qKMvhU1qXZ
1255507757320544300,Wed Apr 29 14:42:30 +0000 2020,@srvstvrohan Hi Rohan, our customers matter to us the most and that's why we call them our 'Guests'. Please allow u… https://t.co/KiovNpJAEC
1255478157844656000,Wed Apr 29 12:44:53 +0000 2020,@duniyakashaana Hi Anurag, thank you for your cooperation and understanding. We have noted your feedback and shared… https://t.co/ZbVoAyRTxS
1255103163096395800,Tue Apr 28 11:54:47 +0000 2020,@MuralidharaK04 Hi, our tech team works round the clock to ensure a smooth online ordering experience for our guest… https://t.co/Ns9YfExRj1
1254785883636523000,Mon Apr 27 14:54:02 +0000 2020,Do not limit your cravings during this lockdown. We have extended our menu &amp; are delivering your favourites, again!… https://t.co/l1uymBAiFP
1254473585420169200,Sun Apr 26 18:13:04 +0000 2020,@kanikapahwa11 Hi Kanika, please be assured that we've re-escalated this matter with our team and they will get back to you on this soon.
1254389300080160800,Sun Apr 26 12:38:09 +0000 2020,@kulkarni_amy Hi Amit, thanks for sharing the details! One of our representatives will certainly get in touch with… https://t.co/pBQRZGUcNU
1254388779579658200,Sun Apr 26 12:36:05 +0000 2020,@shashankstuart Hi Shashank, proving a swift online ordering experience is what we strive for. Please be assured, t… https://t.co/DeHGDTaPVo
1254351032328564700,Sun Apr 26 10:06:05 +0000 2020,@Arjan_Singh We sincerely apologise for your disheartening experience and want to assure you that we are committed… https://t.co/ePd5XPyDjm
1254350442760245200,Sun Apr 26 10:03:44 +0000 2020,@symfanatic Please be assured that we've re-escalated this matter with our team and they will get back to you on this soon.
1253963348284072000,Sat Apr 25 08:25:34 +0000 2020,We stand committed to working with our government, both central and state, to help the nation in this hour of crisi… https://t.co/FER3Lyhzqp
1253651145106415600,Fri Apr 24 11:44:59 +0000 2020,That is APP-solutely relatable. Domino’s Pizza is now open with “Zero Contact Delivery”, in this our Safe Delivery… https://t.co/KDPBQ54Bn3
1253269726937018400,Thu Apr 23 10:29:22 +0000 2020,@vinaykumar99 Hi Vinay, thanks for sharing the details! One of our representatives will certainly get in touch with… https://t.co/zwf8zJj4Sc
1253218378682003500,Thu Apr 23 07:05:19 +0000 2020,@AryanSarath Hi Sarath, we have replied to you via DM. Please check the same for all the information pertaining to your query. Thank you.
1252848124273418200,Wed Apr 22 06:34:04 +0000 2020,If you needed a sign to close the fridge door and open your Domino’s App, this is it 🍕. Only limited restaurants ar… https://t.co/yKoYj1gdsm
