id,created_at,text
1259527516177473500,Sun May 10 16:55:35 +0000 2020,@ThisIsZackYoung Hi Zack, thank you for reaching out. The reseller must transfer your account directly to Google, o… https://t.co/VtMvteYp32
1259432801239281700,Sun May 10 10:39:13 +0000 2020,@KMF4Mariners For issues with personal Gmail accounts, please post in the Gmail Help Forum: https://t.co/sIGYKmUkaB… https://t.co/nTflep8PAV
1259424871978872800,Sun May 10 10:07:43 +0000 2020,@KMF4Mariners Hey there, do you receive any error message or delivery notice after attempting to send the message? -LH
1259172148553355300,Sat May 09 17:23:29 +0000 2020,@mnkypete Hi Tobias, could you please share more details via DM? You can include information like the domain this p… https://t.co/C88s4cW5Xm
1259143794533990400,Sat May 09 15:30:49 +0000 2020,@mnkypete Hey Tobias, please follow the workflow listed under ""This domain is already in use" to contest ownership… https://t.co/1wT0cFPrYD
1258879316458377200,Fri May 08 21:59:52 +0000 2020,@pointsintheair Hello there, sorry to hear about this. Could you send me a DM with the case number to take a closer look at this? -ES
1258863181440655400,Fri May 08 20:55:45 +0000 2020,@BurhanCimen2 Great job Burhan, thank you for sharing your success with us! enjoy the rest of your day. -JG
1258852957635870700,Fri May 08 20:15:08 +0000 2020,RT @Ms_Ivanyshyn: Very cute Mother’s Day drawing I got to do with some of my kiddos on Google Meet today. 💐 https://t.co/m3V4zwrUW6
1258850190552858600,Fri May 08 20:04:08 +0000 2020,RT @GoogleSmallBiz: This #FollowFriday, take advantage of @gsuite tools like #GoogleMeet to collaborate with your team and help you stay co…
1258835656312328200,Fri May 08 19:06:23 +0000 2020,RT @SaadGH: How our team celebrates birthdays over Google Meet https://t.co/yOLLSUtuW9
1258809976736354300,Fri May 08 17:24:20 +0000 2020,@ipranav Thanks for your kind words, Pranav. We're happy to hear you're good to go. G Suite would be nothing withou… https://t.co/OcGWuPz1PF
1258790766547067000,Fri May 08 16:08:00 +0000 2020,RT @joseymour: Google Meet is now part of Gmail! Another time saver. https://t.co/z70csNsWZW
1258790385251475500,Fri May 08 16:06:29 +0000 2020,@ronspm @GSuiteDevs Hi Ron, thank you for sharing this feedback. Feel free to submit it as a feature idea here: https://t.co/pHPtg8WjZL. -LC
1258788400741654500,Fri May 08 15:58:36 +0000 2020,@NorthernDennis Hi Dennis, thanks for your message. At the moment we have no information about it, but I recommend… https://t.co/wBSEOXqKiN
1258773756828418000,Fri May 08 15:00:25 +0000 2020,@chiefchimpanzee Hi Darshan, thanks for reaching out to us. Can you send us a DM with your domain name along with a… https://t.co/gNcPrF5MSO
1258699141334663200,Fri May 08 10:03:55 +0000 2020,@sdj_sagar Hi Sagar, can you please DM me with more information? Thanks. -RS https://t.co/45lLmPVP5W
1258695799300673500,Fri May 08 09:50:38 +0000 2020,@venzann Hi Dave, thank you so much for your collaboration and understanding with this issue. We appreciate your he… https://t.co/7tmG7ZoUa3
1258694385610510300,Fri May 08 09:45:01 +0000 2020,@venzann Hi Dave, thanks for the details. It seems that Twitter functions only allow to display Customer feedback t… https://t.co/OLd44ed8yv
1258689724782444500,Fri May 08 09:26:30 +0000 2020,@venzann Hi Dave, sorry for the inconvenience. For further investigation, could you please let us know if you get t… https://t.co/rYtY0VKkTV
1258687935483981800,Fri May 08 09:19:23 +0000 2020,@venzann Hi Dave, thank you so much for letting us know. We're going to have a look into it. -IG
1258683482408128500,Fri May 08 09:01:42 +0000 2020,@venzann Hi Dave, thanks for your reply. Could you please confirm if you are accessing from your phone (using the w… https://t.co/56u7zpugO3
1258681013250728000,Fri May 08 08:51:53 +0000 2020,@venzann Hi Dave, thanks for reaching out. If you are having issues to see the link to the survey, please check the… https://t.co/PlhQQeinba
1258670844907327500,Fri May 08 08:11:29 +0000 2020,@bhaskarraju1996 Hi Bhaskar, the charge you see is only temporary and the money is automatically returned. It might… https://t.co/Yi7VuD997H
1258662811938537500,Fri May 08 07:39:33 +0000 2020,@venzann Hi Dave, thanks for your feedback. We encourage you to send your idea to our product team by following the… https://t.co/UGofjMyV64
1258593887251320800,Fri May 08 03:05:40 +0000 2020,@lukeshiru Hello Lucas, we love to read your experience with support! contact us any time, we are here for you. -JG
1258565462314582000,Fri May 08 01:12:43 +0000 2020,@nadendlasrihar1 Hello there Naden, thanks for the feedback. I'd recommend to contact a G Suite admin to submit you… https://t.co/LkpxYB9r8r
1258522393628209200,Thu May 07 22:21:35 +0000 2020,RT @teamdatatonic: At Datatonic we use #GoogleMeet to connect with each other, our customers, and our partners @googlecloud ! #MeetOurTeam…
1258491687959253000,Thu May 07 20:19:34 +0000 2020,RT @BMcClelland24: Woohoo! Look at this handy little #Google treat that showed up in my @gmail today! Coming soon to an inbox near you! #Go…
1258489646813712400,Thu May 07 20:11:28 +0000 2020,@brian_riback Thanks for sharing the screenshot. The option "anyone with the link" should be automatically applied… https://t.co/C4jJCLdi1C
1258469208989618200,Thu May 07 18:50:15 +0000 2020,@brian_riback Hey there, thanks for getting in touch. Could you please share more details with us? Feel free to sha… https://t.co/selEhSVkhe
1258447997567930400,Thu May 07 17:25:58 +0000 2020,@adyhowes Thanks for your kind words, Ady. We would be nothing without the creative minds understanding G Suite's p… https://t.co/hlKdN6IR5e
1258440035667411000,Thu May 07 16:54:19 +0000 2020,#ChromeEnterprise and #gsuite help protect teams against threats and deliver trusted apps to employees, securely.… https://t.co/yEVRyhtlHA
1258439681538211800,Thu May 07 16:52:55 +0000 2020,@iwearthecrowns Thank you for sharing the love! We're glad to see you're enjoying our improvements❤️ -VS
1258400927037481000,Thu May 07 14:18:55 +0000 2020,Only one day left to take part in @Sothebys MayDay COVID-19 Charity Auction benefiting @RESCUEorg. This live auctio… https://t.co/ClC4ybPEfs
1258394997625323500,Thu May 07 13:55:21 +0000 2020,@managnostou Hi Martina, sorry to hear that you are leaving G Suite. Please make sure that you follow these steps… https://t.co/81LxhncDT4
1258203770602819600,Thu May 07 01:15:29 +0000 2020,@mmdelrio Hi thank you for bringing this up, we are working hard to roll out all implementation and features to all… https://t.co/gU2VcDgTtH
1258202723276726300,Thu May 07 01:11:20 +0000 2020,@lukeshiru Thank you Lucas. I've flagged this case to our Support Team. They will contact you soon. -BI
1258200358687592400,Thu May 07 01:01:56 +0000 2020,@lukeshiru May I have the case number please? We'll be watch for your reply. -BI
