id,created_at,text
1259927094110433300,Mon May 11 19:23:22 +0000 2020,@bskoradiya Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on o… https://t.co/mrxpQbNbEb
1259864375172743200,Mon May 11 15:14:08 +0000 2020,RT @SamsungTV: Having an outdoor TV in your backyard can turn an ordinary afternoon into the ultimate escape.    What’s on the top of your…
1259864041767477200,Mon May 11 15:12:49 +0000 2020,RT @Samsung: To all the mothers around the world, #HappyMothersDay! #withGalaxy https://t.co/0Vy5i1TQ5R https://t.co/RKlyNrFk9u
1259844033674981400,Mon May 11 13:53:19 +0000 2020,RT @FLAREdotcom: Give Mom a gift she’ll love! She can capture every detail with Samsung’s Galaxy S20 Series 5G @samsungcanada #GalaxyS20 #a…
1259840694706897000,Mon May 11 13:40:02 +0000 2020,@k9cherbear Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on o… https://t.co/rWMJvXhxEi
1259105882761240600,Sat May 09 13:00:10 +0000 2020,Celebrate your mom even if you’re spending the day apart.   Share photos of your mom using the #withGalaxy hashtag… https://t.co/siEshafySR
1258864641171771400,Fri May 08 21:01:33 +0000 2020,@Ricotteer Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on ou… https://t.co/CCIwIFy7Uk
1258758584533385200,Fri May 08 14:00:07 +0000 2020,Need assistance with your Samsung product?   We're here to help, 24/7.   Contact us: https://t.co/iwm9YypUdI https://t.co/UWHmM7WbyH
1258500952807612400,Thu May 07 20:56:23 +0000 2020,RT @Samsung: The #GalaxyS20 series comes with a Samsung Keyboard that’s designed to simplify and enrich your interactions on the smartphone…
1258500824302530600,Thu May 07 20:55:52 +0000 2020,RT @SamsungMobile: You’ve been the center of her world. This #MothersDay, it’s time you place her in the center of yours. 📷 @BryantEslava S…
1258403170620977200,Thu May 07 14:27:50 +0000 2020,Available now, Samsung brings #AppleMusic to its #SmartTVs.   Learn more about this new integration:… https://t.co/DbSgfh7F8Z
1258038934673776600,Wed May 06 14:20:29 +0000 2020,@jdojc Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on our we… https://t.co/NgI856DKEt
1257773718295765000,Tue May 05 20:46:37 +0000 2020,While we have always known technology is an impactful, meaningful tool, those impacts are being felt more than ever… https://t.co/GU71NwvVG5
1257755244584460300,Tue May 05 19:33:12 +0000 2020,This Mother’s Day, celebrate your mom, even if you’re spending the day apart.   Share your photos of mom using… https://t.co/7YEgGRilvp
1257738368013807600,Tue May 05 18:26:09 +0000 2020,@lisaeckler Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on o… https://t.co/pVvuhtKJqd
1257700522099970000,Tue May 05 15:55:46 +0000 2020,@ankit5800 Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on ou… https://t.co/2Wxiia93no
1257660372523384800,Tue May 05 13:16:13 +0000 2020,@Midnightamant so cute! 😍
1257364272067367000,Mon May 04 17:39:37 +0000 2020,@KrisMacLellan Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat o… https://t.co/4d5DIPEJGA
1257363410947367000,Mon May 04 17:36:12 +0000 2020,@sara8jane Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on ou… https://t.co/xwzndnvxMQ
1257358684906229800,Mon May 04 17:17:25 +0000 2020,@EAKeller1 Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on ou… https://t.co/ki3jRZNtMR
1256584229682589700,Sat May 02 14:00:01 +0000 2020,To support Canadians in their efforts to #StayHome, we’ve launched Door to Door Service in Canada - available now f… https://t.co/uIdkk3cUj9
1256336518530003000,Fri May 01 21:35:42 +0000 2020,@Baileystafford9 Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat… https://t.co/XOlG44WSwT
1256335017522806800,Fri May 01 21:29:44 +0000 2020,@MarkL7773 Hi! Please contact us at 1-800-SAMSUNG or via live chat on our website (https://t.co/d6KnmHbzbW) so we can assist. Thank you.
1256334446048850000,Fri May 01 21:27:28 +0000 2020,@Purplegushers Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat o… https://t.co/04DEhinGAb
1256332379393716200,Fri May 01 21:19:15 +0000 2020,@bskoradiya Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on o… https://t.co/WILA6Foa3k
1256331558677409800,Fri May 01 21:15:59 +0000 2020,@dalacurass Hi there, thanks for reaching out. Please feel free to send us a DM with your contact information so we… https://t.co/JH0E1XWpcZ
1256328146288169000,Fri May 01 21:02:26 +0000 2020,Work smarter, not harder, and feel good about crossing off your to-do's.   Find ways to save time with your Galaxy… https://t.co/Vthd5Plmjt
1255965149678239700,Thu Apr 30 21:00:01 +0000 2020,Samsung Remote Service enables our specially trained technicians to remotely view &amp; control your Samsung TV &amp; Galax… https://t.co/RHW9N7Wvlt
1255951208411533300,Thu Apr 30 20:04:37 +0000 2020,@Sebelius29 Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on o… https://t.co/AUAIuAspTS
1255950360914641000,Thu Apr 30 20:01:15 +0000 2020,RT @sickkids: @JohnTory @SamsungCanada @autismspeaksCAN @SickKidsNews Thank you Mayor Tory &amp; thank you Samsung for your continued support o…
1255936972998291500,Thu Apr 30 19:08:03 +0000 2020,@JohnTory @autismspeaksCAN @SickKidsNews Thank you! 🙏💙
1255935582968184800,Thu Apr 30 19:02:31 +0000 2020,RT @JohnTory: Thank you to @SamsungCanada for supporting @AutismSpeaksCAN through the donation of 1,000 Galaxy Tab A tablets and @SickKidsN…
1255870436656676900,Thu Apr 30 14:43:39 +0000 2020,@phanmac Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on our… https://t.co/NbojdmsZ5G
1255844356545818600,Thu Apr 30 13:00:01 +0000 2020,Working remotely while you #StayHome?   Here are a few helpful tips to help make working from home a breeze with yo… https://t.co/aRH1ChLAqi
1255600389120036900,Wed Apr 29 20:50:35 +0000 2020,@sickkids 💙🙏
1255600315128328200,Wed Apr 29 20:50:17 +0000 2020,RT @sickkids: @SamsungCanada We're so grateful for your support! 💙
1255580036398289000,Wed Apr 29 19:29:42 +0000 2020,RT @Mary_m_Peterson: We WILL #getthroughthistogether @SamsungCanada https://t.co/H7zXuj1Xe6
1255573650771792000,Wed Apr 29 19:04:20 +0000 2020,@gregsergeant Hi there, did you buy it from a retailer or directly from us online? If you purchased from our websit… https://t.co/6I14R01yZE
1255516576721383400,Wed Apr 29 15:17:32 +0000 2020,RT @autismspeaksCAN: 1/2 @SamsungCanada &amp; @autismspeaksCAN have joined forces to give 1,000 tablets to #autistic Canadians &amp; their families…
1255513489071902700,Wed Apr 29 15:05:16 +0000 2020,To help #GetThroughThisTogether, we’re donating 200 Samsung Smart LED Health Care TVs to ensure every room… https://t.co/jlumcGqPaG
1255513487570280400,Wed Apr 29 15:05:16 +0000 2020,Our long-term partner, @SickKids is facing challenges due to current measures to help protect the health and safety… https://t.co/epGqtRTYc9
1255513355416150000,Wed Apr 29 15:04:44 +0000 2020,To help #GetThroughThisTogether, Samsung Electronics Canada and @AutismSpeaksCAN have partnered to donate 1,000 Gal… https://t.co/zgkqpMWxXR
1255513353759400000,Wed Apr 29 15:04:44 +0000 2020,Autistic Canadians and their families are facing disruptions in accessing critical resources, supports, and service… https://t.co/3iaRhrjoXQ
1255513352123625500,Wed Apr 29 15:04:44 +0000 2020,We have learned through our six-year partnership with @AutismSpeaksCAN that technology can positively impact the li… https://t.co/NPqrF6mM2l
1255512510624665600,Wed Apr 29 15:01:23 +0000 2020,Samsung will continue to evaluate ways to stay strong and connected in support of our colleagues, customers and com… https://t.co/vTbcoXBzH1
1255512506484904000,Wed Apr 29 15:01:22 +0000 2020,As a result, we are increasing efforts by donating technology to two, long-standing partners requiring urgent suppo… https://t.co/QTvhVF8Qof
1255512503162978300,Wed Apr 29 15:01:21 +0000 2020,While we have always known that technology is an impactful, meaningful and helpful tool, today those impacts are be… https://t.co/2l5inSXvNC
1255512500034056200,Wed Apr 29 15:01:20 +0000 2020,We have always been committed to building and supporting programs and partners that make a meaningful impact. Durin… https://t.co/W03kMI568H
1255512496968007700,Wed Apr 29 15:01:20 +0000 2020,Supporting and giving back to the communities we serve has been a long-standing tradition at Samsung Electronics Ca… https://t.co/yOlwCEeImK
1255161615504343000,Tue Apr 28 15:47:03 +0000 2020,@Daaanissh Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on ou… https://t.co/NKfkLvwd3w
1255149479436509200,Tue Apr 28 14:58:50 +0000 2020,@cathoue74 Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on ou… https://t.co/LiCLWSGt9k
1255133592646111200,Tue Apr 28 13:55:42 +0000 2020,@d_attrill Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on ou… https://t.co/or8DylCPiN
1254877988820267000,Mon Apr 27 21:00:01 +0000 2020,While you #StayHome, you can still stay active with your Galaxy device. Samsung Health offers features to help you… https://t.co/pz0tqXjuD8
1253775363886497800,Fri Apr 24 19:58:35 +0000 2020,@TheHonestLane Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat o… https://t.co/1kSnIvhLAG
1253760658153365500,Fri Apr 24 19:00:09 +0000 2020,Now more than ever, it’s important to focus on your well-being.   Discover helpful tips on how you can #StayWell:… https://t.co/b0pqPXtfBB
1253705178471108600,Fri Apr 24 15:19:41 +0000 2020,RT @YMCbuzz: Did you know the @SamsungCanada Kids+ App can give your kids unlimited access to 10,000 hours books,  educational movies and l…
1253685132252328000,Fri Apr 24 14:00:02 +0000 2020,To support Canadians in their efforts to #StayHome, we have launched a new Door to Door Service in Canada - now ava… https://t.co/qhVcLPvyjw
1253364874022920200,Thu Apr 23 16:47:27 +0000 2020,@gregsergeant Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on… https://t.co/OVeFfRMmoe
1253356229050671000,Thu Apr 23 16:13:05 +0000 2020,@oldorio Hi there, please contact us directly at 1-800-SAMSUNG so we can accurately verify your warranty status and… https://t.co/MxFUWWb7q1
1253355909214068700,Thu Apr 23 16:11:49 +0000 2020,@hannareyyy Thank you for reaching out, we’d like to help. Please contact us at 1-800-SAMSUNG or via live chat on o… https://t.co/1JsxhWH9K2
1253353355511988200,Thu Apr 23 16:01:40 +0000 2020,@mattbombay Hi! Thank you for reaching out, we would like to help. Please contact us at 1-800-SAMSUNG or via live c… https://t.co/Qx8LUf5c0Q
