id,created_at,text
1260904641228750800,Thu May 14 12:07:47 +0000 2020,@ramnareshjha Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly fo… https://t.co/4sOS3tBNtX
1260902771626107000,Thu May 14 12:00:21 +0000 2020,@JitandraGiri Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly fo… https://t.co/xQmlW25Dcx
1260902403504697300,Thu May 14 11:58:54 +0000 2020,@tunmunDRDO Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly foll… https://t.co/xM9y8UYWUa
1260898653775913000,Thu May 14 11:44:00 +0000 2020,@karanavichal_13 Dear Sir, please DM us the complaint no.
1260897938730938400,Thu May 14 11:41:09 +0000 2020,@Ranjeet83089621 @pnb Dear Sir, please check the link https://t.co/ZcMt9jMH4g.
1260895613417173000,Thu May 14 11:31:55 +0000 2020,@surya1808198 Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly fo… https://t.co/bxlD77Kd2z
1260895232205308000,Thu May 14 11:30:24 +0000 2020,एक सुरक्षित कल के लिए आज ही निवेश करे। पीएनबी के पब्लिक प्रोविडेंट फंड में में निवेश करें और खुशियों को सुरक्षित की… https://t.co/V15ev1bhHg
1260895085731786800,Thu May 14 11:29:49 +0000 2020,@AkshayB81199503 Dear Sir, the password seems to have expired for non usage of more than 180 days.Please reset the… https://t.co/51S80Qy2vB
1260894607207882800,Thu May 14 11:27:55 +0000 2020,@satty_24 Dear Sir, we regret the inconvenience caused to you. Please email us your concerns at smmart@pnb.co.in al… https://t.co/6h0WM7ZisL
1260890878819790800,Thu May 14 11:13:06 +0000 2020,@smritikamboj Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly fo… https://t.co/0Bmd8qpkTQ
1260889641919471600,Thu May 14 11:08:11 +0000 2020,@ShaileshSIndian @nsitharamanoffc Dear Sir, please check the link https://t.co/Rz8mSFndbe for the first point.
1260883133500502000,Thu May 14 10:42:19 +0000 2020,@dsp842 Dear Sir, please visit the branch where your account is maintained.
1260881906041667600,Thu May 14 10:37:27 +0000 2020,@Kuldeep4047 Dear Sir, please check the link https://t.co/rqvlsw2RYq for details.
1260869507171532800,Thu May 14 09:48:10 +0000 2020,@BajrangLalSaini Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly… https://t.co/cIIaS4Sx6B
1260869374820286500,Thu May 14 09:47:39 +0000 2020,@parul14feb Dear Parul, branch visit is a must to open the account.
1260869205781434400,Thu May 14 09:46:59 +0000 2020,@KamalKi03363007 Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly… https://t.co/qzOPaakuKx
1260868792831275000,Thu May 14 09:45:20 +0000 2020,@Harendr15393844 Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly… https://t.co/m6q7cGRNnU
1260867025133437000,Thu May 14 09:38:19 +0000 2020,@ebb_tide Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly follow… https://t.co/glXFNX0pxP
1260866007297519600,Thu May 14 09:34:16 +0000 2020,@AkshayB81199503 Dear Sir, please check the link https://t.co/Xwryu0kkvP for details.
1260864803792281600,Thu May 14 09:29:29 +0000 2020,@shlok_sakshi Dear Sakshi, please check the link https://t.co/vdDCu6OOZ7 for details.
1260864559146909700,Thu May 14 09:28:31 +0000 2020,@satty_24 Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly follow… https://t.co/39kAQBGtMA
1260864015820963800,Thu May 14 09:26:21 +0000 2020,@kanikabahl1 Dear Madam, matter has been escalated to the concerned team for updates. We will share the same with you soon.
1260863203904352300,Thu May 14 09:23:08 +0000 2020,@pabitrarc Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly follo… https://t.co/HRVOCO0PWC
1260862507477950500,Thu May 14 09:20:22 +0000 2020,@dsp842 Dear Sir, branch visit is a must to close the account.
1260861949639721000,Thu May 14 09:18:09 +0000 2020,@ShaileshSIndian @RBI Dear Sir, please check the link https://t.co/NxpYsIN7S7 for details.
1260858821313835000,Thu May 14 09:05:43 +0000 2020,@rohitmishra183 Dear Sir, yes you can do it without visiting the branch.
1260858261361660000,Thu May 14 09:03:29 +0000 2020,@Rajenghalay Always happy to assist our valuable customers. Keep following us for more updates and useful information. Thanks.
1260854857243652000,Thu May 14 08:49:58 +0000 2020,@surya1808198 Dear Sir, please check the link https://t.co/E0vWbM9POZ for details.
1260853907808387000,Thu May 14 08:46:11 +0000 2020,@JainSudhirskj Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly f… https://t.co/GvobYqnrpF
1260853614597165000,Thu May 14 08:45:01 +0000 2020,@Rajenghalay Dear Sir, we have been informed by our concerned team that the FDR has been provided to you. Kindly co… https://t.co/zveQZR9tjD
1260851406249980000,Thu May 14 08:36:15 +0000 2020,@SunilDSharmaa Dear Sir, having cheque book available with him, he can do so.
1260849347895324700,Thu May 14 08:28:04 +0000 2020,@Nareshpatilk Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly fo… https://t.co/K8rHAKNF0K
1260826725669154800,Thu May 14 06:58:11 +0000 2020,@sonukum63471804 Dear Sir, matter has been escalated to the concerned team for updates. We will share the same with… https://t.co/3Wg4YbPQtv
1260825086765920300,Thu May 14 06:51:40 +0000 2020,@Pankaj_k__ Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly foll… https://t.co/Zu1MaZlPFN
1260824529732944000,Thu May 14 06:49:27 +0000 2020,@chsibananda Dear Madam, matter has been escalated to the concerned team for updates. We will share the same with you soon.
1260823854898753500,Thu May 14 06:46:46 +0000 2020,@hasnain32101673 Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly… https://t.co/PpQqHD1sCW
1260821731863740400,Thu May 14 06:38:20 +0000 2020,@hasnain32101673 Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly… https://t.co/oQEPt6W93F
1260821630667772000,Thu May 14 06:37:56 +0000 2020,@Jb02060883 Dear Sir, please do not disclose your personal information here. You may send us a DM regarding the same.
1260821099459178500,Thu May 14 06:35:49 +0000 2020,@pappu277 Dear Sir, please beware of such calls. You may report it to the local police authorities.
1260820508896985000,Thu May 14 06:33:28 +0000 2020,@AshishLpg Dear Sir, we regret the inconvenience caused. In the best of our efforts, we'll assist you. Kindly follo… https://t.co/M2f9LFQSC6
1260819774029754400,Thu May 14 06:30:33 +0000 2020,@chaukidarYogen5 Dear Sir, please visit the branch to get the mobile no updated in your account.
1260816915334742000,Thu May 14 06:19:12 +0000 2020,@AkashRa22231228 Dear Sir, this complaint is still open and should resolve soon.
1260797583955341300,Thu May 14 05:02:23 +0000 2020,@chsibananda Dear Sir, you are requested to kindly contact the beneficiary for refund.
1260769559864172500,Thu May 14 03:11:01 +0000 2020,@sushilpgoenka Dear Sir, we regret the inconvenience caused. Please share complete details with us  through Direct… https://t.co/hG6UNl9r1g
1260759423573586000,Thu May 14 02:30:45 +0000 2020,हम आपकी चिंताओं को समझते हैं और आपकी जानकारी के लिए आपको सूचित करते हैं कि आगे की अधिसूचना तक आपके खाते के विवरण… https://t.co/qwmNgqQAsi
1260548078689374200,Wed May 13 12:30:56 +0000 2020,Now access all your #account details at any time from anywhere with #PNBSMSBanking Service. Know more:… https://t.co/Iv5dKur9sc
1260541529350738000,Wed May 13 12:04:54 +0000 2020,@Jb02060883 महोदय। आपको हुई असुविधा के लिए खेद है । कृपया शाखा का नाम / IFSC साझा करें।
