id,created_at,text
1256123816025231400,Fri May 01 07:30:30 +0000 2020,@jessicaswol We apologize for the frustration you've experienced, Jessica, and we want to help. So we can best assi… https://t.co/eRT7CMdlwN
1256120856532615200,Fri May 01 07:18:44 +0000 2020,@dvngrrtt We apologize for any frustration you've experienced, Devin. Our Honest Support team takes pride in making… https://t.co/Q5igNJ4dhO
1256120273549566000,Fri May 01 07:16:25 +0000 2020,@lizzydawg We apologize for any inconvenience and we would like to look into this further for you. So our team can… https://t.co/NTTKveWZqm
1256119622631374800,Fri May 01 07:13:50 +0000 2020,@ThomasonYasmine Oh no! Give us a ring at 1.888.862.8818 as we'd like to look into this further for you! 💕
1256119381718978600,Fri May 01 07:12:52 +0000 2020,@themonajalisa We're so happy to hear you love our diaper prints! 🥰Which print is your current fave?
1256118062492893200,Fri May 01 07:07:38 +0000 2020,@millcampbell369 We apologize for any frustration, Millie. Our Honest Support team takes pride in making situations… https://t.co/s7jdKsL7fX
1256117844745556000,Fri May 01 07:06:46 +0000 2020,@millcampbell369 We apologize for any frustration, Millie. Our Honest Support team takes pride in making situations… https://t.co/Hod03SRNr3
1252477486836957200,Tue Apr 21 06:01:17 +0000 2020,@susmarg11 At this time we don't have an exact date set just yet for the return of our hand sanitizers. We're worki… https://t.co/OTfNepqzK6
1252475951851737000,Tue Apr 21 05:55:11 +0000 2020,@ashrodriguezzzz We're delighted to hear this, Ashley! Thanks for the love! 💞
1252475763149938700,Tue Apr 21 05:54:26 +0000 2020,@Trog_Elle Oh no! We’re sorry to hear your package arrived in this condition and we want to help make this right. P… https://t.co/wohlCr8NNz
1250235183355310000,Wed Apr 15 01:31:10 +0000 2020,@_randielizabeth We hear you and we’ll make sure our team hears your feedback 💕
1249864129952845800,Tue Apr 14 00:56:44 +0000 2020,@coffeecutie We're here for you, Catherine. 💕
1249863887450787800,Tue Apr 14 00:55:46 +0000 2020,@ccs_essex We appreciate your interest in Honest, Layla! At this time our products are only available in the United… https://t.co/IQsg0kITq0
