id,created_at,text
1192891275273330700,Fri Nov 08 19:46:57 +0000 2019,Cancel Bear vs. The CW, week 6: 'Nancy Drew's' future isn't much of a mystery https://t.co/vNGszuDlal
1192891189092991000,Fri Nov 08 19:46:36 +0000 2019,Cancel Bear vs. ABC, week 6: 'Stumptown' has earned its place as a likely renewal https://t.co/Pbh4DOwPgg
1192890866655842300,Fri Nov 08 19:45:20 +0000 2019,Cancel Bear vs. FOX, week 6: '9-1-1' is sure to be renewed  https://t.co/hxFCqcvxW1
1192890720861843500,Fri Nov 08 19:44:45 +0000 2019,Cancel Bear vs. NBC, week 6: 'Superstore' will stay open for business https://t.co/MBGliKYRUQ
1192890631389155300,Fri Nov 08 19:44:24 +0000 2019,Cancel Bear vs. CBS, week 6: 'The Unicorn' may stay alive for another year https://t.co/0CGPP3lGgx
1192871185207287800,Fri Nov 08 18:27:07 +0000 2019,The Bear saw this one coming...  https://t.co/RINyplVSDP
1187899597554765800,Sat Oct 26 01:11:48 +0000 2019,Cancel Bear vs. The CW, week 4: 'Batwoman' is a likely renewal  https://t.co/daKr0bAKaE
1187899527593726000,Sat Oct 26 01:11:32 +0000 2019,Cancel Bear vs. ABC, week 4: 'Emergence' is looking like it could be one and done https://t.co/v6FfoAy45M
1187899453732081700,Sat Oct 26 01:11:14 +0000 2019,Cancel Bear vs. NBC, week 4: 'Bluff City Law' hasn't made a good case for itself https://t.co/qSjvGdEjgC
1187899381560705000,Sat Oct 26 01:10:57 +0000 2019,Cancel Bear vs. CBS, week 4: 'FBI' is on track for a third season  https://t.co/3OILcuo4Wx
1187899327697408000,Sat Oct 26 01:10:44 +0000 2019,Cancel Bear vs. FOX, week 4: 'Almost Family' probably won't be back next year https://t.co/ZZs2cnVfF3
1185258299244966000,Fri Oct 18 18:16:14 +0000 2019,The Bear's first correct prediction of the season goes to... https://t.co/ngLssWx4D2
1184298321898160000,Wed Oct 16 02:41:37 +0000 2019,Not at all surprising. https://t.co/VVGtnBPK9I
1182361794926395400,Thu Oct 10 18:26:33 +0000 2019,Cancel Bear vs. FOX, week 2: 'Prodigal Son' is in a good position  https://t.co/FLQfRowYH0
1182361720985026600,Thu Oct 10 18:26:16 +0000 2019,Cancel Bear vs. CBS, week 2: 'Evil' stumbles out of the gate  https://t.co/Y0EODjGNgg
1182361634473312300,Thu Oct 10 18:25:55 +0000 2019,Cancel Bear vs. NBC, week 2: The future is looking dark for 'Sunnyside' https://t.co/jvCbrtKdbQ
1182361255664709600,Thu Oct 10 18:24:25 +0000 2019,Cancel Bear vs. ABC, week 2: 'A Million Little Things' has a good shot at a third season https://t.co/6LXxdC77Hp
1179155887786614800,Tue Oct 01 22:07:25 +0000 2019,The Cancel Bear Returns: The first renewal predictions for 2019-20  https://t.co/KoZsUwHJn8
1176501118450294800,Tue Sep 24 14:18:19 +0000 2019,*yawn* https://t.co/zVNsMeGVHD
1153817825749786600,Wed Jul 24 00:03:01 +0000 2019,Waking up once again to finally chow down on #TheCode... #yum #chompchompchomp https://t.co/P08bVH96UU
1151567353169109000,Wed Jul 17 19:00:26 +0000 2019,Alright NBCUniversal, you can have #APBio back... https://t.co/8AapCeGhh0
1134194199425798100,Thu May 30 20:25:44 +0000 2019,Waking up again to devour "Abby's," "The Village," and "The Enemy Within." The Bear had predicted all 3 would be ca… https://t.co/J1KlyfyNbs
