id,created_at,text
1259761181105033200,Mon May 11 08:24:05 +0000 2020,RT @ThermoformersA: Use of disposables can play a significant role in preventing spread of virus,  In all public water booths drinking wate…
1259354983041925000,Sun May 10 05:30:00 +0000 2020,Plastics have a high energy content that can be converted to electricity! It's possible to convert all plastics dir… https://t.co/qDhqoplSbs
1258428574002024400,Thu May 07 16:08:47 +0000 2020,Now that we have understood the supreme importance of hand-sanitizers, it's also important to know that they are ha… https://t.co/goXX07NHXN
1258423215245926400,Thu May 07 15:47:29 +0000 2020,The next big trend in sustainable fashion are brands that make clothing out of recycled plastics using sources such… https://t.co/vpvMNWqDrM
1256862298251067400,Sun May 03 08:24:57 +0000 2020,@arora_amrinder @ndtv @sjacobtalk @bloombergenv @UNDP_India @AIPMAenvr @AreGreener @pp_cups @ThermoformersA… https://t.co/7e1KfBax6x
1255748686895886300,Thu Apr 30 06:39:52 +0000 2020,@NITIAayog @CovidIndiaSeva @TwitterIndia @MoHFW_INDIA @drharshvardhan @PMOIndia @narendramodi @RajivKumar1… https://t.co/4JemqGPjlE
1255745051109527600,Thu Apr 30 06:25:25 +0000 2020,@NITIAayog @MoHFW_INDIA @drharshvardhan Hon’ble Health Minister Today plastics have been playing a very important r… https://t.co/oQhWPFnkea
1255737605947363300,Thu Apr 30 05:55:50 +0000 2020,@NITIAayog Hon’ble Health Minister Today plastics have been playing a very important role in our fight against COVI… https://t.co/D3QabduUdR
1255737589312749600,Thu Apr 30 05:55:46 +0000 2020,@NITIAayog @drharshvardhan @amitabhk87 @PMOIndia @narendramodi @RajivKumar1 @MoHFW_INDIA @AyushmanNHA @smritiirani… https://t.co/NVa4wZefs5
1255737486501982200,Thu Apr 30 05:55:21 +0000 2020,@NITIAayog @MoHFW_INDIA @drharshvardhan @PMOIndia @narendramodi @RajivKumar1 @amitabhk87 @AyushmanNHA @smritiirani… https://t.co/gKiMk8O7wG
