id,created_at,text
1259898314419404800,Mon May 11 17:29:00 +0000 2020,Dear Twitter Friends, https://t.co/wZSKKcE3re
1257339216385716200,Mon May 04 16:00:04 +0000 2020,Dear Twitter Friends, Click on the link to support the DLF’s Heal The Healers Now initiative, and for a chance to w… https://t.co/ZlUYqJfDzT
1244670732421873700,Mon Mar 30 17:00:02 +0000 2020,Dear Twitter Friends, So sad to hear of the passing of Krzysztof Penderecki. Krzysztof Penderecki was one of the gr… https://t.co/IgW4YwwmCG
1221855394986750000,Mon Jan 27 18:00:01 +0000 2020,Dear Twitter Friends, The only two songs known to have been recorded by Jack Cruz can be found at this link: https://t.co/ZaWlaKX1Ja
1204460785981776000,Tue Dec 10 18:00:03 +0000 2019,Dear Twitter Friends,  https://t.co/ZDUzJk5kqS https://t.co/Er2qrbFPuV
1177628991580041200,Fri Sep 27 17:00:05 +0000 2019,Dear Twitter Friends, PILOT AND PART 8 IN 4K! - INCLUDED IN THE UPCOMING TWIN PEAKS BOX SET! https://t.co/4EnPx2OsB7
1174367510893752300,Wed Sep 18 17:00:07 +0000 2019,Dear Twitter Friends, I love the people in King County. I love the locations in King County. We had a perfect place… https://t.co/FMc0zKel9N
1166397240966992000,Tue Aug 27 17:09:07 +0000 2019,Dear Twitter Friends, tickets for #SilencetheViolence are here https://t.co/b05JedupYh Join David Lynch Foundation… https://t.co/E07sTQ7Yf3
1164220644290023400,Wed Aug 21 17:00:06 +0000 2019,Dear Twitter Friends, “It’s yrev very good to see you again old friends.” https://t.co/yL2UXyxeWT
1162408711949709300,Fri Aug 16 17:00:08 +0000 2019,Dear Twitter Friends, The David Lynch Foundation L.A. has teamed up with Omaze again to give you the chance to win… https://t.co/kMPl9xrmmy
1149025754312691700,Wed Jul 10 18:41:02 +0000 2019,Dear Twitter Friends, I loved, loved, loved Freddie Jones. Man-o-man will he be missed.
1144651707449655300,Fri Jun 28 17:00:08 +0000 2019,Dear Twitter Friends, Happy Birthday to the great Mel Brooks!!!
1142477362925146100,Sat Jun 22 17:00:04 +0000 2019,Dear Twitter Friends, A Blu-ray of LOST HIGHWAY will be released very soon. It was made from old elements and NOT f… https://t.co/vSEiS729L0
1139578306997583900,Fri Jun 14 17:00:15 +0000 2019,Dear Twitter Friends, Tim Ryan is standing up for what truly works – T.M.!!! Check it out: https://t.co/jYsE19iY4K
1123300995109273600,Tue Apr 30 19:00:01 +0000 2019,Dear Twitter Friends, I heard a song I really like by J.S. Ondara. Check it out! https://t.co/KRxetNv5g2
1118922143708770300,Thu Apr 18 17:00:02 +0000 2019,Dear Twitter Friends, Fire is Coming!  https://t.co/eJX3GnaxWG
1118197369713987600,Tue Apr 16 17:00:02 +0000 2019,Dear Twitter Friends, the great electronic artist @Squarepusher has joined the bill! @FestDisruption returns to… https://t.co/XmxYfndtY7
1108803854278156300,Thu Mar 21 18:53:34 +0000 2019,Dear Twitter Friends, HOORAY: @FestDisruption returns to @brooklynsteel, May 17-18, 2019! Tickets go on sale this F… https://t.co/vqBBM08uIT
1108050586807595000,Tue Mar 19 17:00:21 +0000 2019,https://t.co/X6nvoM59V2
1058418480146350100,Fri Nov 02 18:00:04 +0000 2018,Dear Twitter Friends, you can listen to the whole Thought Gang album on @Spotify now by following the This Is David… https://t.co/MEtFscY7p9
1045343349765419000,Thu Sep 27 16:04:10 +0000 2018,Dear Twitter Friends, Here I am with Robert, who joined me at last year’s Festival of Disruption LA. You could be n… https://t.co/ohweHcDCsb
1042856466217021400,Thu Sep 20 19:22:11 +0000 2018,Dear Twitter Friends, News flash. There’s still time left to win VIP tickets to the Festival of Disruption in LA an… https://t.co/TuplePOXqx
1042838080950984700,Thu Sep 20 18:09:08 +0000 2018,RT @kcrw: #SupportKCRW TODAY for our UnDrive Pledge Drive &amp; be automatically entered to win our @DAVID_LYNCH Sweepstakes 👀 That's VIP tix t…
1042095924682534900,Tue Sep 18 17:00:04 +0000 2018,Dear Twitter Friends, The Thought Gang album I made with Angelo Badalamenti in the early '90s is finally coming out… https://t.co/zIyp4uKogX
1040268753005695000,Thu Sep 13 15:59:32 +0000 2018,Dear Twitter Friends, Will you join me for a damn good cup of coffee at the Festival of Disruption? Your flights &amp;… https://t.co/OHXloOnwI5
