id,created_at,text
1260748271292575700,Thu May 14 01:46:26 +0000 2020,@PedotoSot25 We're sorry to hear of your sentiments, Scott and would be happy to look further into this matter. Sen… https://t.co/eFOMAbF9LB
1260657444293709800,Wed May 13 19:45:31 +0000 2020,@OnMyChefSkillz Hello there. We'd be happy to assist you. To get started, just send us a DM with your Malibu's VIN.… https://t.co/TVAPoY0677
1260627813423386600,Wed May 13 17:47:46 +0000 2020,@DunkinNDiamonds We'd love to continue this conversation and learn more about your Camaro, Picasso. Please send us… https://t.co/ebRBGjeLNo
1260609219570487300,Wed May 13 16:33:53 +0000 2020,@Lizzyyyannn The 2020 Chevrolet Blazer is as capable as it is elegant. What about the Blazer intrigues you?
1260596962132295700,Wed May 13 15:45:11 +0000 2020,@fINEASSlAlA93 Our pleasure. Should you need any assistance, please don't hesitate to DM us. Our messages are always open.
1260595941540688000,Wed May 13 15:41:07 +0000 2020,@fINEASSlAlA93 We're sorry to hear that your key is broken. If we could be of any assistance in helping you replace… https://t.co/UVV5WeqnGC
1260595131775762400,Wed May 13 15:37:54 +0000 2020,@rednblackblood We regret to hear you're experiencing concerns with your Silverado, Kurt. Have you brought this to… https://t.co/Humwr3JLIQ
1260570621743857700,Wed May 13 14:00:31 +0000 2020,Chevy Safety Assist, our suite of advanced safety features standard on every 2020 #ChevyEquinox, is built to help y… https://t.co/QrDiD9izUC
1260568691835433000,Wed May 13 13:52:51 +0000 2020,@TMLKowal Michelle, please continue our conversation via DM so we can assist appropriately. Our team appreciates your feedback and patience.
1260559118080733200,Wed May 13 13:14:48 +0000 2020,@edwinXOcrisanto Hey, Edwin. To clarify, are you currently experiencing concerns with your Camaro? If so, our team… https://t.co/T7J523F77j
1260554771921920000,Wed May 13 12:57:32 +0000 2020,@gummygabriela Hi, Gabriela. We're so sorry that this was your experience when visiting a Chevrolet dealership. Can… https://t.co/Sne8tGulhZ
1260518436687343600,Wed May 13 10:33:09 +0000 2020,@TMLKowal Hello, Michelle. Our team is committed to assisting our customers during this time. We have followed up w… https://t.co/Lohy38qKSG
1260517703455891500,Wed May 13 10:30:14 +0000 2020,@TMLKowal We're sorry to hear about your continued dissatisfaction, Michelle. Our team has followed up with you via… https://t.co/By6PUTCwN6
1260481311669616600,Wed May 13 08:05:37 +0000 2020,@Chelson1956 Thank you for reaching out regarding this, Chelson. Please know, the health and safety of our employee… https://t.co/R1hYxYEfL1
1260433308451844000,Wed May 13 04:54:53 +0000 2020,@DylanBaker61 Thank you for your interest, Dylan. If you have any questions, please feel free to send us a DM. We are always happy to help.
1260433145696059400,Wed May 13 04:54:14 +0000 2020,@nicoleerachell Thank you for your interest, Nicole. If you have any questions, please feel free to send us a DM. W… https://t.co/mO0pSOvEyy
