id,created_at,text
1132251328804032500,Sat May 25 11:45:27 +0000 2019,Due to scheduled maintenance activity our UK and Canada Contact Centre will be temporarily unavailable on 25 &amp; 26 M… https://t.co/cFx4IfF7G8
1131780860305297400,Fri May 24 04:35:59 +0000 2019,@pkothari123 Hi Pradeep, since we are facing a high volume of refund request. The refunds are taking more time than… https://t.co/6WzfqvJ2z0
1131113221580943400,Wed May 22 08:23:01 +0000 2019,@KMatmari To resolve your case we'd like to request your ticket no. Please send via direct message and we will resp… https://t.co/KsMw0OziFa
1131089566088044500,Wed May 22 06:49:01 +0000 2019,@Isha_Arora_9 To resolve your case we'd like to request your ticket no. Please send via direct message and we will… https://t.co/76hBkr0YVs
1131087152677154800,Wed May 22 06:39:26 +0000 2019,@bhishmachowdary To resolve your case we'd like to request your ticket no. Please send via direct message and we wi… https://t.co/zHVP16SIQ9
1131086731703251000,Wed May 22 06:37:46 +0000 2019,@poonamkad To resolve your case we'd like to request your ticket no. Please send via direct message and we will res… https://t.co/SdqVGsPdzq
1131086377544609800,Wed May 22 06:36:21 +0000 2019,@anupnagle To resolve your case we'd like to request your ticket no. Please send via direct message and we will respond. Thank you.
1131086185277694000,Wed May 22 06:35:35 +0000 2019,@anjanaab21 To resolve your case we'd like to request your ticket no. Please send via direct message and we will re… https://t.co/1PTPf874f7
1131085908315263000,Wed May 22 06:34:29 +0000 2019,@Nishant69651814 Hi there, please note that we have updated refund remark on your PNR. Pls get in touch with your t… https://t.co/FlLMZ8OL5U
1131085514902081500,Wed May 22 06:32:55 +0000 2019,@Chandrakant175 We'd like to look into this for you. Please send us your ticket no. via Direct Message so that we c… https://t.co/au8sPRINxT
1131085306692657200,Wed May 22 06:32:06 +0000 2019,@Ajitkumar Hi there, please note that we have updated refund remark on your PNR. Pls get in touch with your travel… https://t.co/EtPqIx52Zy
1130720477419229200,Tue May 21 06:22:24 +0000 2019,@RianneMollart Hi Rianne, since we are facing a high volume of refund request. The refunds are taking more time tha… https://t.co/Gzl02dXAC4
1130706644965384200,Tue May 21 05:27:26 +0000 2019,@anujkhrn_1981 Hi, since we are facing a high volume of refund request. The refunds are taking more time than norma… https://t.co/YnSVg6yUMP
1129356093455343600,Fri May 17 12:00:49 +0000 2019,@AmitSha15978872 Hi Amit, we see your itinerary was processed for a refund on 18th April. May we request you to kin… https://t.co/0yXunGh1DS
1129350251498709000,Fri May 17 11:37:36 +0000 2019,@h_armeet Hi Harmeet, since it is a Travel Agent booking we have updated the necessary remark for your agent to hon… https://t.co/67a8b49Oi2
1129350068044099600,Fri May 17 11:36:53 +0000 2019,@Susmita72019479 Hi, we’ve replied to your DM.
1129346754539769900,Fri May 17 11:23:43 +0000 2019,@h_armeet Hi Harmeet, we are unable to retrieve your details using the given PNR. Please help us with your ticket n… https://t.co/w3ESiZHkDW
1129346590118801400,Fri May 17 11:23:03 +0000 2019,@nischalhp Hi Nischal, as already informed, we have updated the necessary remark for your agent to honor a refund o… https://t.co/aVgju3IsPb
1129341151465467900,Fri May 17 11:01:27 +0000 2019,@nischalhp Hi Nischal, we are unable to retrieve your details using the given PNR. Please help us with your ticket… https://t.co/NYXaIBnn5O
1129340903624077300,Fri May 17 11:00:28 +0000 2019,@uttarakhandsar2 Hi there, since it is a Travel Agent booking we have updated the necessary remark for your agent t… https://t.co/Ao1iFu5uIA
1129332366911057900,Fri May 17 10:26:32 +0000 2019,@ParagBeau Hi Parag, we see your itinerary is processed for a refund. Your funds will reflect in your bank account… https://t.co/UzMfBC4BCl
1129286169982693400,Fri May 17 07:22:58 +0000 2019,@AmitSha15978872 Hi Amit, we see your itinerary was processed for a refund on 18th April. May we request you to kin… https://t.co/1vfKZ53sxt
1129275374993530900,Fri May 17 06:40:04 +0000 2019,@biswanathr2 Hi, we’ve replied to your DM.
1129267535033987100,Fri May 17 06:08:55 +0000 2019,@anandhs1979 Hi Anand, we've responded to your direct message.
1129260952778551300,Fri May 17 05:42:46 +0000 2019,@anandhs1979 Hi Anand, could you pls DM your PNR? We'll check &amp; update you accordingly. https://t.co/hUJ7LQjPay
1129250966962753500,Fri May 17 05:03:05 +0000 2019,@anandhs1979 Hi Anand, pls note the above ticket numbers are booked through a travel agent. Suggest you to connect… https://t.co/wfUBcNvps4
1129244944332337200,Fri May 17 04:39:09 +0000 2019,@AmitSha15978872 Hi Amit, we'd like to inform that your refund has been processed by our team. Kindly connect with… https://t.co/bBuRogCMZs
1129243954543702000,Fri May 17 04:35:13 +0000 2019,@anandhs1979 Hi Anand, as advised earlier, kindly connect with your travel agent for assistance in this regard.
1129230771015655400,Fri May 17 03:42:50 +0000 2019,@kshitijpan Hi Kshitij, kindly connect with your travel agent for assistance in this regard.
1129227673245347800,Fri May 17 03:30:31 +0000 2019,@nipundhawan001 Hi Nipun, since we are facing a high volume of refund request. The refunds are taking more time tha… https://t.co/BvmtBC5sOw
1129017571670351900,Thu May 16 13:35:39 +0000 2019,@jagdish03320516 Hi there, please note that we have updated refund remark on your PNR. Pls get in touch with your t… https://t.co/IWVxSEdV3d
1129014448499224600,Thu May 16 13:23:15 +0000 2019,@fvrrl Hi there, we've responded to your direct message.
1128988649356271600,Thu May 16 11:40:44 +0000 2019,@Sherrileah2 Hi there, could you pls DM your ticket no.? We'd like to check &amp; update you accordingly.
1128987243673051100,Thu May 16 11:35:09 +0000 2019,@HockridgeJosh Hi Josh, since we are facing a high volume of refund request. The refunds are taking more time than… https://t.co/bSYuqjwGno
1128982954942771200,Thu May 16 11:18:06 +0000 2019,@AtkeyMarianne We'd like to look into this for you. Please send us your complete booking details via Direct Message. https://t.co/hUJ7LQjPay
1128980110093086700,Thu May 16 11:06:48 +0000 2019,@PrakharPrkhr We'd like to look into this for you. Please send us your complete booking details via Direct Message. https://t.co/hUJ7LQjPay
1128979416304930800,Thu May 16 11:04:02 +0000 2019,@samirlalitcumar Hi, since we are facing a high volume of refund request. The refunds are taking more time than nor… https://t.co/SOjKlYfEtX
1128970254900535300,Thu May 16 10:27:38 +0000 2019,@naushad_gauhar Hi Naushad, we’ve replied to your DM.
1128961683752271900,Thu May 16 09:53:35 +0000 2019,@naushad_gauhar We'd like to look into this for you. Please send us your complete booking details via Direct Message.
1128960790667485200,Thu May 16 09:50:02 +0000 2019,@ravindra_its Hi Ravindra, since we are facing a high volume of refund request. The refunds are taking more time th… https://t.co/Hk0ke3c7LT
1128957764020031500,Thu May 16 09:38:00 +0000 2019,@BabyKrupa Hi there, we'd like to inform that your refund has been processed by our team. Since we are facing a hig… https://t.co/neJhANY4CQ
1128957321520922600,Thu May 16 09:36:15 +0000 2019,@_C2Keys Hi, since we are facing a high volume of refund request. The refunds are taking more time than normal to r… https://t.co/DkwoZqagdt
1128949719940575200,Thu May 16 09:06:02 +0000 2019,@manas878 Hi there, we suggest that you write to us at info@jetairways.com in this regard and our team will assist you regarding this.
1128934828781391900,Thu May 16 08:06:52 +0000 2019,@murielthegoat Hi Marianne, we've responded to your direct message.
1128933403661758500,Thu May 16 08:01:12 +0000 2019,@gudvarsha Varsha, we see your itinerary is processed for a refund. Your funds will reflect in your bank account wi… https://t.co/jM9oU0Vd2k
1128932044170338300,Thu May 16 07:55:48 +0000 2019,@gudvarsha Hi Varsha, we are unable to retrieve your details using the given PNR. Please help us with your ticket n… https://t.co/vzrxgyNnnG
